transaction_id,customer_id,amount,currency,timestamp,timezone,status,product_category
TXN-00030,CUST-3242,554.54,USD,2024-03-01T12:44:59,UTC,pending,clothing
TXN-00031,CUST-4460,621.25,CAD,03/15/24 10:42 PM,Asia/Tokyo,completed,sports
TXN-00032,CUST-4467,143.7,AUD,2024-02-08 16:25:45,,failed,toys
TXN-00033,CUST-7106,408.05,USD,11-Feb-2024 11:53,America/Los_Angeles,failed,sports
TXN-00034,CUST-4680,809.16,EUR,04-Jan-2024 15:33,Australia/Sydney,failed,books
TXN-00035,CUST-1187,316.24,CAD,2024-01-29T22:08:48Z,Asia/Tokyo,completed,clothing
TXN-00036,CUST-1076,500.37,JPY,2024-02-28T09:26:54,Europe/Paris,pending,books
TXN-00037,CUST-2948,719.76,EUR,05-Mar-2024 14:26,Asia/Tokyo,pending,books
TXN-00038,CUST-5467,345.19,EUR,01/28/24 05:08 AM,,pending,electronics
TXN-00039,CUST-3444,91.55,CAD,2024-02-22T11:34:26,America/New_York,pending,toys
TXN-00040,CUST-9337,24.86,CAD,2024-03-24T01:57:44Z,Europe/Paris,completed,books
TXN-00041,CUST-8545,175.9,GBP,03/28/24 11:55 PM,UTC,completed,electronics
TXN-00042,CUST-6015,825.25,EUR,01/07/24 10:12 PM,Australia/Sydney,failed,clothing
TXN-00043,CUST-4206,885.79,GBP,2024-01-05T11:15:49,Australia/Sydney,completed,books
TXN-00044,CUST-7100,84.78,JPY,2024-01-16T10:24:00,Asia/Tokyo,completed,clothing
TXN-00045,CUST-8674,211.91,USD,2024-02-02 11:33:51,UTC,pending,books
TXN-00046,CUST-8240,673.35,EUR,2024-01-18T15:11:55,Europe/London,pending,clothing
TXN-00047,CUST-3749,847.34,JPY,01/11/24 02:01 PM,Europe/Paris,completed,sports
TXN-00048,CUST-2412,160.64,GBP,2024-02-24 08:14:08,Europe/London,pending,electronics
TXN-00049,CUST-6152,574.36,GBP,2024-03-30T21:14:03Z,,completed,toys
TXN-00050,CUST-8564,140.44,EUR,2024-02-21 23:16:25,Europe/London,failed,clothing
TXN-00051,CUST-3806,920.22,USD,2024-01-11T10:16:25Z,America/Los_Angeles,pending,electronics
TXN-00052,CUST-3340,838.28,CAD,06-Mar-2024 05:20,Europe/Paris,failed,books
TXN-00053,CUST-9717,393.02,GBP,29-Mar-2024 13:21,,completed,books
TXN-00054,CUST-5036,255.79,CAD,2024-03-20 12:19:55,,pending,electronics
TXN-00055,CUST-7784,784.5,CAD,01-Mar-2024 13:48,Asia/Tokyo,completed,books
TXN-00056,CUST-6103,475.43,USD,15-Jan-2024 23:48,America/New_York,pending,books
TXN-00057,CUST-5356,786.5,USD,2024-01-28 17:48:19,Europe/London,failed,sports
TXN-00058,CUST-3823,378.23,JPY,01/28/24 04:44 PM,America/New_York,failed,sports
TXN-00059,CUST-6174,472.73,EUR,2024-02-19T08:00:51Z,Europe/London,failed,beauty
TXN-00060,CUST-6732,771.57,CAD,03/24/24 04:47 AM,,failed,toys
TXN-00061,CUST-5292,196.6,CAD,2024-01-17 13:30:43,Europe/Paris,pending,clothing
TXN-00062,CUST-1766,881.01,AUD,2024-01-24 10:41:33,Asia/Tokyo,failed,sports
TXN-00063,CUST-8869,536.31,CAD,2024-01-02T10:18:22,UTC,completed,clothing
TXN-00064,CUST-8596,715.09,CAD,2024-02-22T14:11:33Z,Europe/London,pending,home
TXN-00065,CUST-3268,373.49,GBP,2024-03-18T07:51:39Z,,pending,beauty
TXN-00066,CUST-8022,35.45,USD,2024-01-13T06:33:39,Europe/London,pending,books
TXN-00067,CUST-5222,647.25,USD,2024-02-04 09:28:28,Australia/Sydney,completed,sports
TXN-00068,CUST-9011,158.05,JPY,01/17/24 06:38 AM,Europe/London,pending,books
TXN-00069,CUST-4069,277.38,EUR,01/31/24 12:49 AM,,completed,toys
TXN-00070,CUST-3779,419.27,CAD,2024-01-19T15:13:18,UTC,failed,electronics
TXN-00071,CUST-9814,783.39,USD,2024-03-05T17:09:22Z,America/New_York,failed,beauty
TXN-00072,CUST-3924,710.97,AUD,03/19/24 01:39 AM,America/New_York,failed,beauty
TXN-00073,CUST-7168,430.8,CAD,2024-02-26 00:49:34,,failed,books
TXN-00074,CUST-5320,246.79,GBP,2024-02-02 02:13:47,Europe/Paris,pending,toys
TXN-00075,CUST-5214,239.73,USD,04-Mar-2024 16:49,Europe/Paris,failed,electronics
TXN-00076,CUST-1849,135.86,AUD,2024-01-12T12:08:27,America/New_York,failed,clothing
TXN-00077,CUST-1995,15.32,CAD,2024-03-04T10:26:32Z,America/Los_Angeles,failed,clothing
TXN-00078,CUST-2805,664.37,JPY,2024-03-25T08:40:36,Asia/Tokyo,failed,home
TXN-00079,CUST-7354,91.35,AUD,03/29/24 08:29 PM,UTC,pending,sports
TXN-00080,CUST-3657,301.8,EUR,2024-03-03T11:56:53,Europe/Paris,completed,books
TXN-00081,CUST-8759,242.26,USD,2024-01-15 23:20:24,,failed,toys
TXN-00082,CUST-5241,116.72,CAD,2024-02-07T19:11:01,UTC,pending,clothing
TXN-00083,CUST-1911,920.32,USD,2024-02-07 19:11:03,Europe/London,pending,electronics
TXN-00084,CUST-5721,500.73,CAD,10-Feb-2024 04:03,Asia/Tokyo,failed,books
TXN-00085,CUST-6656,220.47,USD,03/01/24 01:26 AM,America/New_York,failed,electronics
TXN-00086,CUST-5608,602.26,EUR,06-Mar-2024 16:27,America/Los_Angeles,completed,toys
TXN-00087,CUST-7211,71.76,USD,2024-01-21 13:45:39,,pending,beauty
TXN-00088,CUST-3305,447.25,CAD,2024-02-20 02:35:19,Australia/Sydney,failed,toys
TXN-00089,CUST-3732,256.4,AUD,2024-02-04T17:15:36Z,Asia/Tokyo,completed,books
TXN-00090,CUST-8059,547.67,GBP,20-Feb-2024 21:24,Europe/London,completed,clothing
TXN-00091,CUST-1233,844.32,CAD,2024-03-04 23:32:17,America/New_York,failed,electronics
TXN-00092,CUST-5494,62.88,CAD,2024-02-25T14:20:05,America/New_York,completed,beauty
TXN-00093,CUST-3381,969.25,USD,03/14/24 08:04 PM,Australia/Sydney,failed,electronics
TXN-00094,CUST-6951,728.78,AUD,18-Jan-2024 00:52,,failed,beauty
TXN-00095,CUST-8834,544.81,USD,2024-01-23T17:59:38,Europe/Paris,failed,toys
TXN-00096,CUST-8163,73.65,EUR,2024-02-01T21:51:09Z,Australia/Sydney,completed,beauty
TXN-00097,CUST-2626,433.54,USD,2024-03-25 12:23:40,UTC,failed,beauty
TXN-00098,CUST-4159,688.98,GBP,09-Jan-2024 00:07,Asia/Tokyo,failed,home
TXN-00099,CUST-5301,345.97,AUD,2024-02-23T10:29:31,America/New_York,pending,electronics
TXN-00100,CUST-2470,455.77,EUR,2024-03-05T07:32:34Z,Europe/London,pending,toys
TXN-00101,CUST-8528,492.97,EUR,2024-03-03T16:07:09,Europe/Paris,pending,books
TXN-00102,CUST-8159,244.6,EUR,2024-02-14 05:11:59,America/New_York,failed,electronics
TXN-00103,CUST-2580,652.27,GBP,2024-02-19T18:50:38,Asia/Tokyo,completed,clothing
TXN-00104,CUST-9950,865.77,EUR,2024-01-29T13:03:21Z,America/Los_Angeles,failed,toys
TXN-00105,CUST-9089,590.59,JPY,02/01/24 05:33 AM,Asia/Tokyo,pending,clothing
TXN-00106,CUST-5083,93.3,USD,2024-03-04T11:19:24Z,,failed,home
TXN-00107,CUST-1815,120.16,AUD,2024-03-28T10:27:50Z,UTC,completed,sports
TXN-00108,CUST-7385,429.46,EUR,27-Feb-2024 02:13,America/Los_Angeles,completed,sports
TXN-00109,CUST-8462,591.24,JPY,2024-02-27 13:59:45,Europe/London,pending,toys
TXN-00110,CUST-9459,630.36,USD,2024-03-10T18:34:15,UTC,pending,clothing
TXN-00111,CUST-7434,754.54,CAD,2024-01-17T14:03:12,Australia/Sydney,completed,beauty
TXN-00112,CUST-2572,364.32,CAD,01/17/24 01:44 PM,Europe/London,completed,sports
TXN-00113,CUST-5238,321.28,JPY,2024-02-03 15:29:04,America/Los_Angeles,failed,beauty
TXN-00114,CUST-5610,79.51,GBP,01/29/24 10:55 PM,Australia/Sydney,failed,beauty
TXN-00115,CUST-1856,637.52,JPY,2024-02-17 01:45:47,Australia/Sydney,failed,books
TXN-00116,CUST-7268,956.7,AUD,2024-01-07 21:35:18,America/New_York,failed,sports
TXN-00117,CUST-9264,374.35,AUD,2024-03-25T08:32:03Z,Asia/Tokyo,completed,toys
TXN-00118,CUST-6012,10.07,GBP,2024-02-28T14:23:11,Australia/Sydney,completed,sports
TXN-00119,CUST-5394,163.13,JPY,2024-03-28T21:33:40Z,,completed,electronics
TXN-00120,CUST-7281,732.91,JPY,2024-03-15T20:10:13Z,UTC,failed,toys
TXN-00121,CUST-5222,960.66,GBP,2024-02-19 16:21:11,,failed,books
TXN-00122,CUST-2411,218.87,USD,2024-02-19T22:21:54,Australia/Sydney,completed,clothing
TXN-00123,CUST-3654,139.97,AUD,07-Jan-2024 23:31,Australia/Sydney,pending,beauty
TXN-00124,CUST-6545,242.71,JPY,2024-03-28T00:30:51,Europe/London,pending,books
TXN-00125,CUST-2647,68.02,JPY,20-Feb-2024 18:27,America/New_York,completed,clothing
TXN-00126,CUST-2075,435.47,AUD,2024-02-05 01:24:27,UTC,pending,sports
TXN-00127,CUST-1242,78.8,JPY,2024-01-19T09:04:26,,pending,toys
TXN-00128,CUST-3127,90.67,CAD,2024-02-11 13:20:17,Australia/Sydney,completed,electronics
TXN-00129,CUST-5390,177.84,JPY,2024-01-23 08:23:40,Europe/Paris,completed,beauty
TXN-00130,CUST-4743,694.31,AUD,2024-02-05 02:21:56,Europe/London,pending,sports
TXN-00131,CUST-3783,377.22,USD,2024-03-13T20:06:46Z,America/New_York,failed,beauty
TXN-00132,CUST-2770,124.72,GBP,03/29/24 09:40 AM,Australia/Sydney,pending,sports
TXN-00133,CUST-7162,118.16,GBP,2024-01-28T15:35:43,Asia/Tokyo,pending,books
TXN-00134,CUST-6360,514.83,JPY,2024-02-06 23:02:17,America/New_York,completed,electronics
TXN-00135,CUST-2609,21.43,GBP,02/04/24 06:24 PM,America/Los_Angeles,failed,sports
TXN-00136,CUST-1604,325.53,GBP,2024-02-09 07:13:09,Europe/London,failed,clothing
TXN-00137,CUST-6018,908.09,CAD,2024-03-27T23:07:19Z,Europe/London,completed,electronics
TXN-00138,CUST-2433,411.62,USD,04-Feb-2024 05:36,Asia/Tokyo,pending,beauty
TXN-00139,CUST-4107,367.61,USD,2024-03-24T04:25:49Z,UTC,completed,books
TXN-00140,CUST-6490,844.25,GBP,2024-01-16 15:46:24,Asia/Tokyo,pending,toys
TXN-00141,CUST-7805,411.47,GBP,2024-02-12T11:32:08,Australia/Sydney,pending,beauty
TXN-00142,CUST-2387,438.67,CAD,26-Feb-2024 23:21,Asia/Tokyo,failed,home
TXN-00143,CUST-3827,761.04,AUD,2024-02-13 08:30:30,America/New_York,completed,toys
TXN-00144,CUST-3369,750.67,CAD,28-Jan-2024 07:56,Europe/London,pending,clothing
TXN-00145,CUST-3685,654.78,JPY,2024-02-22T17:38:07Z,Asia/Tokyo,failed,books
TXN-00146,CUST-2720,32.12,GBP,2024-03-30T21:51:01,America/Los_Angeles,failed,books
TXN-00147,CUST-9705,109.85,CAD,2024-02-13 07:51:00,America/New_York,pending,toys
TXN-00148,CUST-4153,986.73,CAD,22-Mar-2024 19:01,Europe/London,pending,sports
TXN-00149,CUST-1352,858.94,AUD,2024-01-06 09:48:33,Asia/Tokyo,pending,toys
TXN-00150,CUST-3961,184.02,EUR,2024-03-25T22:48:33,America/New_York,completed,electronics
TXN-00151,CUST-4988,522.88,GBP,2024-02-05T11:17:33,,pending,books
TXN-00152,CUST-9999,562.45,JPY,02/12/24 06:21 PM,UTC,pending,home
TXN-00153,CUST-7832,355.19,GBP,03/20/24 02:37 AM,,pending,clothing
TXN-00154,CUST-7991,35.8,AUD,2024-01-29T18:15:42,America/Los_Angeles,failed,books
TXN-00155,CUST-5406,233.54,JPY,2024-02-01T23:35:59,UTC,failed,beauty
TXN-00156,CUST-6659,247.95,AUD,2024-01-17T23:55:10Z,Europe/London,pending,clothing
TXN-00157,CUST-3131,79.77,CAD,2024-02-23T22:52:17,Asia/Tokyo,pending,toys
TXN-00158,CUST-4976,17.23,AUD,02/06/24 09:07 PM,Asia/Tokyo,pending,sports
TXN-00159,CUST-9209,661.42,GBP,31-Jan-2024 19:08,UTC,completed,books
TXN-00160,CUST-1211,580.7,USD,02/09/24 03:12 PM,,failed,books
TXN-00161,CUST-7702,814.86,CAD,03-Mar-2024 16:18,Europe/Paris,completed,beauty
TXN-00162,CUST-3981,889.44,USD,2024-01-21T11:58:54,,completed,home
TXN-00163,CUST-7786,588.96,GBP,02/06/24 10:20 PM,America/New_York,completed,electronics
TXN-00164,CUST-7036,514.75,CAD,2024-01-15T13:41:04,America/New_York,pending,books
TXN-00165,CUST-4999,640.61,AUD,01/18/24 03:05 PM,UTC,pending,beauty
TXN-00166,CUST-5225,544.02,GBP,22-Mar-2024 23:11,America/Los_Angeles,completed,books
TXN-00167,CUST-2663,58.86,EUR,03/01/24 04:51 PM,UTC,pending,clothing
TXN-00168,CUST-3386,436.95,EUR,04-Mar-2024 23:27,UTC,failed,electronics
TXN-00169,CUST-7134,369.07,USD,05-Feb-2024 06:58,Asia/Tokyo,pending,beauty
TXN-00170,CUST-6211,16.25,GBP,2024-02-11T01:10:07,Europe/London,pending,electronics
TXN-00171,CUST-3697,89.01,JPY,07-Mar-2024 13:30,Europe/Paris,pending,beauty
TXN-00172,CUST-2846,346.17,GBP,2024-01-06 22:47:53,Asia/Tokyo,pending,clothing
TXN-00173,CUST-2076,66.37,CAD,2024-02-14T13:36:46,Australia/Sydney,completed,beauty
TXN-00174,CUST-5096,870.41,JPY,06-Jan-2024 23:31,,completed,home
TXN-00175,CUST-9038,934.71,JPY,2024-03-06T04:51:17,Australia/Sydney,pending,clothing
TXN-00176,CUST-2975,94.55,JPY,2024-02-14 19:21:42,Asia/Tokyo,completed,books
TXN-00177,CUST-5651,246.84,EUR,26-Mar-2024 02:08,Australia/Sydney,pending,electronics
TXN-00178,CUST-7771,916.92,GBP,2024-01-11T18:35:12,Europe/Paris,pending,beauty
TXN-00179,CUST-7073,270.07,EUR,2024-02-07T04:30:24,America/New_York,pending,beauty
TXN-00180,CUST-7203,750.27,CAD,2024-02-03 04:45:37,America/Los_Angeles,pending,home
TXN-00181,CUST-5535,530.92,CAD,2024-01-31 23:11:01,Europe/London,pending,toys
TXN-00182,CUST-9569,839.97,EUR,2024-02-09T06:55:28Z,Australia/Sydney,failed,toys
TXN-00183,CUST-3554,270.16,CAD,08-Mar-2024 01:22,America/Los_Angeles,pending,toys
TXN-00184,CUST-8013,14.68,CAD,2024-03-30 09:52:51,America/Los_Angeles,failed,beauty
TXN-00185,CUST-2717,162.03,EUR,2024-03-23T16:12:46Z,Australia/Sydney,completed,electronics
TXN-00186,CUST-3684,999.11,GBP,2024-02-18T06:48:06,Asia/Tokyo,failed,clothing
TXN-00187,CUST-6028,313.04,JPY,2024-02-15T09:18:43Z,America/New_York,completed,books
TXN-00188,CUST-3309,228.8,EUR,2024-01-06 03:31:37,Australia/Sydney,failed,books
TXN-00189,CUST-8103,905.15,JPY,2024-03-24T08:00:25,UTC,failed,books
TXN-00190,CUST-2620,797.4,CAD,2024-03-21 13:58:29,America/New_York,completed,home
TXN-00191,CUST-7658,273.39,JPY,2024-03-22 05:47:18,Asia/Tokyo,completed,electronics
TXN-00192,CUST-9579,86.13,JPY,2024-03-18T02:33:56Z,America/New_York,completed,toys
TXN-00193,CUST-6057,862.75,USD,2024-01-05 23:47:33,,pending,toys
TXN-00194,CUST-6191,868.6,JPY,02-Feb-2024 11:28,Asia/Tokyo,completed,electronics
TXN-00195,CUST-8145,588.91,USD,2024-03-08T10:25:57Z,Europe/Paris,completed,home
TXN-00196,CUST-8604,907.92,JPY,2024-01-24T05:16:43Z,America/New_York,completed,electronics
TXN-00197,CUST-7870,566.78,AUD,2024-01-04T00:21:44Z,UTC,failed,electronics
TXN-00198,CUST-9024,61.78,JPY,2024-01-04 00:21:47,Asia/Tokyo,completed,toys
TXN-00199,CUST-1520,260.85,EUR,02/25/24 02:38 PM,Asia/Tokyo,completed,toys
TXN-00200,CUST-3045,734.59,EUR,2024-02-09T18:06:40Z,Australia/Sydney,pending,books
TXN-00201,CUST-2288,782.0,EUR,30-Mar-2024 23:44,UTC,completed,home
TXN-00202,CUST-4714,869.12,USD,08-Mar-2024 21:42,America/New_York,pending,books
TXN-00203,CUST-8568,550.5,AUD,02/13/24 09:51 AM,,pending,toys
TXN-00204,CUST-4620,702.46,EUR,16-Feb-2024 03:08,America/Los_Angeles,completed,electronics
TXN-00205,CUST-8833,779.87,USD,20-Jan-2024 00:30,UTC,failed,clothing
TXN-00206,CUST-9123,306.41,AUD,2024-01-09T07:30:10,Europe/London,completed,sports
TXN-00207,CUST-9707,176.61,GBP,2024-01-08T19:31:45,Europe/Paris,completed,beauty
TXN-00208,CUST-8919,900.21,JPY,23-Jan-2024 01:48,America/New_York,pending,beauty
TXN-00209,CUST-4537,364.3,AUD,2024-01-10T01:58:50Z,Europe/Paris,pending,clothing
TXN-00210,CUST-9480,227.6,EUR,03/15/24 03:58 PM,,completed,toys
TXN-00211,CUST-1250,959.73,GBP,12-Mar-2024 17:59,Europe/Paris,completed,beauty
TXN-00212,CUST-2615,981.43,EUR,2024-03-16T02:12:40Z,America/New_York,failed,beauty
TXN-00213,CUST-5269,92.68,CAD,03/23/24 01:39 PM,Europe/London,completed,home
TXN-00214,CUST-1022,832.56,JPY,15-Jan-2024 22:44,Australia/Sydney,pending,books
TXN-00215,CUST-1215,672.62,USD,02/21/24 01:26 PM,,failed,books
TXN-00216,CUST-9942,157.5,GBP,05-Feb-2024 02:13,America/Los_Angeles,failed,toys
TXN-00217,CUST-4563,401.6,CAD,19-Mar-2024 15:35,Australia/Sydney,failed,clothing
TXN-00218,CUST-6911,760.49,USD,2024-03-10T15:56:44Z,Australia/Sydney,failed,clothing
TXN-00219,CUST-7161,672.0,USD,2024-03-17 04:21:52,,completed,electronics
TXN-00220,CUST-4154,859.69,CAD,2024-02-04 19:50:26,America/Los_Angeles,pending,electronics
TXN-00221,CUST-8152,717.3,EUR,2024-01-08T22:18:07,Europe/London,completed,home
TXN-00222,CUST-5162,203.57,CAD,03/09/24 03:22 AM,Europe/London,failed,home
TXN-00223,CUST-1691,289.12,JPY,02/25/24 10:28 PM,Europe/London,pending,books
TXN-00224,CUST-5620,292.49,GBP,03-Jan-2024 00:40,Australia/Sydney,pending,home
TXN-00225,CUST-5447,14.23,JPY,2024-02-14T18:25:53Z,America/Los_Angeles,completed,books
TXN-00226,CUST-2165,745.62,AUD,2024-01-17 04:06:41,America/New_York,completed,electronics
TXN-00227,CUST-4728,893.28,USD,2024-03-14T09:30:44Z,America/New_York,completed,electronics
TXN-00228,CUST-5833,572.01,GBP,01/06/24 02:57 AM,America/Los_Angeles,failed,home
TXN-00229,CUST-2575,155.74,GBP,2024-03-18 10:14:12,Europe/London,completed,home
TXN-00230,CUST-4791,243.91,GBP,06-Mar-2024 20:44,Asia/Tokyo,failed,books
TXN-00231,CUST-4528,665.07,CAD,26-Jan-2024 05:07,Australia/Sydney,failed,home
TXN-00232,CUST-6235,76.38,EUR,2024-03-05 12:48:15,UTC,pending,sports
TXN-00233,CUST-2247,873.09,JPY,2024-03-09 16:40:04,America/New_York,completed,toys
TXN-00234,CUST-5194,948.95,EUR,01/13/24 01:50 AM,Europe/Paris,completed,books
TXN-00235,CUST-1158,712.7,JPY,02/01/24 04:48 PM,America/Los_Angeles,pending,sports
TXN-00236,CUST-3172,331.28,EUR,01/19/24 06:01 AM,UTC,completed,beauty
TXN-00237,CUST-5937,205.12,CAD,2024-02-22T15:17:38,Europe/Paris,completed,sports
TXN-00238,CUST-3756,589.15,JPY,2024-03-09T04:45:56,,failed,beauty
TXN-00239,CUST-1698,757.23,AUD,04-Mar-2024 04:26,Asia/Tokyo,completed,clothing
TXN-00240,CUST-3300,406.72,EUR,2024-02-21T10:13:48,Europe/Paris,completed,home
TXN-00241,CUST-7709,800.42,GBP,2024-02-03T18:46:05Z,Asia/Tokyo,failed,toys
TXN-00242,CUST-1065,276.34,EUR,03/30/24 08:03 AM,Asia/Tokyo,failed,clothing
TXN-00243,CUST-1735,193.06,JPY,2024-03-30 08:03:05,Europe/London,pending,beauty
TXN-00244,CUST-6796,656.33,EUR,14-Mar-2024 02:07,Europe/Paris,failed,toys
TXN-00245,CUST-8992,237.63,AUD,01/12/24 04:05 PM,UTC,failed,electronics
TXN-00246,CUST-3867,292.25,EUR,10-Mar-2024 14:31,Europe/London,pending,toys
TXN-00247,CUST-7211,845.52,EUR,2024-03-17 13:25:57,Europe/London,pending,clothing
TXN-00248,CUST-1463,449.38,EUR,02/21/24 10:12 AM,UTC,pending,toys
TXN-00249,CUST-9868,585.41,USD,2024-03-28T22:03:26,America/Los_Angeles,completed,clothing
TXN-00250,CUST-3997,722.49,EUR,02/05/24 12:27 AM,Europe/Paris,completed,books
TXN-00251,CUST-8240,60.9,GBP,2024-03-29T15:01:55Z,Australia/Sydney,pending,clothing
TXN-00252,CUST-2119,287.14,USD,10-Jan-2024 19:33,UTC,pending,electronics
TXN-00253,CUST-5986,863.49,GBP,2024-03-05T04:09:54,Asia/Tokyo,completed,beauty
TXN-00254,CUST-1249,752.15,GBP,01/03/24 12:34 PM,Asia/Tokyo,pending,books
TXN-00255,CUST-1783,420.41,CAD,2024-02-04T17:03:28,America/New_York,failed,toys
TXN-00256,CUST-4072,722.81,EUR,2024-02-11 23:03:46,UTC,pending,home
TXN-00257,CUST-8962,902.16,JPY,2024-02-13T06:50:31Z,Europe/London,failed,beauty
TXN-00258,CUST-7293,291.42,CAD,2024-01-01 12:15:13,UTC,completed,sports
TXN-00259,CUST-3265,918.36,GBP,2024-03-07 20:24:04,Asia/Tokyo,failed,clothing
TXN-00260,CUST-6285,991.19,JPY,2024-03-12T04:55:38,Europe/Paris,completed,clothing
TXN-00261,CUST-6702,340.94,JPY,2024-03-08T02:46:20Z,Europe/London,pending,beauty
TXN-00262,CUST-6116,255.64,GBP,2024-03-26 23:21:25,Asia/Tokyo,pending,beauty
TXN-00263,CUST-6765,808.07,AUD,30-Jan-2024 09:04,UTC,completed,sports
TXN-00264,CUST-3185,898.01,JPY,20-Jan-2024 12:03,Australia/Sydney,completed,electronics
TXN-00265,CUST-6078,769.97,GBP,2024-01-03T17:13:09,Europe/Paris,completed,sports
TXN-00266,CUST-2109,817.05,AUD,2024-02-22T19:56:17Z,Europe/Paris,pending,beauty
TXN-00267,CUST-2671,841.8,AUD,2024-01-04 00:31:05,UTC,pending,sports
TXN-00268,CUST-7290,339.16,AUD,03/03/24 10:26 PM,Australia/Sydney,pending,clothing
TXN-00269,CUST-3710,727.72,CAD,2024-02-12 06:54:06,Europe/London,failed,toys
TXN-00270,CUST-1865,197.73,JPY,02/17/24 11:18 AM,Europe/London,pending,sports
TXN-00271,CUST-4612,646.86,USD,12-Jan-2024 03:41,America/Los_Angeles,completed,beauty
TXN-00272,CUST-5441,959.49,GBP,2024-01-09 06:30:38,,pending,beauty
TXN-00273,CUST-7381,524.7,USD,2024-02-17 10:43:19,America/New_York,failed,books
TXN-00274,CUST-9940,482.92,USD,03/08/24 03:20 PM,Europe/Paris,completed,toys
TXN-00275,CUST-3236,421.6,GBP,2024-03-27T19:36:37,UTC,failed,books
TXN-00276,CUST-6984,756.47,GBP,2024-03-30T01:31:28,Australia/Sydney,completed,beauty
TXN-00277,CUST-3365,631.68,USD,2024-03-26 00:54:11,UTC,pending,toys
TXN-00278,CUST-3774,706.98,CAD,28-Mar-2024 12:05,America/New_York,completed,books
TXN-00279,CUST-5712,605.77,AUD,03/29/24 11:40 PM,America/New_York,pending,beauty
TXN-00280,CUST-4437,710.78,JPY,03/04/24 12:13 AM,Europe/London,failed,beauty
TXN-00281,CUST-1264,477.59,CAD,02/11/24 01:18 AM,Europe/Paris,completed,electronics
TXN-00282,CUST-8189,918.18,GBP,03/28/24 03:54 PM,,failed,sports
TXN-00283,CUST-3928,262.43,AUD,03/02/24 02:17 AM,America/New_York,pending,toys
TXN-00284,CUST-2071,993.33,USD,2024-03-16 17:55:44,,failed,toys
TXN-00285,CUST-7422,896.93,EUR,2024-03-05T16:24:05,America/New_York,failed,books
TXN-00286,CUST-3522,553.39,AUD,2024-02-13 03:48:40,America/Los_Angeles,completed,beauty
TXN-00287,CUST-1812,19.54,EUR,2024-02-27T06:13:39Z,,completed,sports
TXN-00288,CUST-3681,95.74,JPY,02/16/24 09:36 AM,Europe/London,failed,sports
TXN-00289,CUST-9644,437.85,CAD,25-Feb-2024 14:41,Australia/Sydney,completed,sports
